      Jour      Heure     Minute       Nobs Moyenne(ppm) 
         2         20         40         20        140 
         2         20         41         20        137 
         2         20         42         19        137 
         2         20         43         20        137 
         2         20         44         20        136 
         2         20         45         20        138 
         2         20         46         20        137 
         2         20         47         20        133 
         2         20         48         20        135 
         2         20         49         19        139 
         2         20         50         20        135 
         2         20         51         20        134 
         2         20         52         20        132 
         2         20         53         20        136 
         2         20         54         20        203 
         2         20         55         20        482 
         2         20         56         20        458 
         2         20         57         20        539 
         2         20         58         20        506 
         2         20         59         20        556 
         2         21          0         20        615 
         2         21          1         20        801 
         2         21          2         20        974 
         2         21          3         20        776 
         2         21          4         20        700 
         2         21          5         20        669 
         2         21          6         20        730 
         2         21          7         20        809 
         2         21          8         20        964 
         2         21          9         20        659 
         2         21         10         20        360 
         2         21         11         20        255 
         2         21         12         20        248 
         2         21         13         20        318 
         2         21         14         20        262 
         2         21         15         20        255 
         2         21         16         20        332 
         2         21         17         20        297 
         2         21         18         20        470 
         2         21         19         20        610 
         2         21         20         20        642 
         2         21         21         20        480 
         2         21         22         20        414 
         2         21         23         20        333 
         2         21         24         20        200 
         2         21         25         20        213 
         2         21         26         20        288 
         2         21         27         20        347 
         2         21         28         20        291 
         2         21         29         20        342 
         2         21         30         20        339 
         2         21         31         20        943 
         2         21         32         20        951 
         2         21         33         20        976 
         2         21         34         20        920 
         2         21         35         20        661 
         2         21         36         20        288 
         2         21         37         20        313 
         2         21         38         20        414 
         2         21         39         20        679 
         2         21         40         20        633 
         2         21         41         20        473 
         2         21         42         20        268 
         2         21         43         20        327 
         2         21         44         20        575 
         2         21         45         20        623 
         2         21         46         20        459 
         2         21         47         20        538 
         2         21         48         20        692 
         2         21         49         20        360 
         2         21         50         20        395 
         2         21         51         20        529 
         2         21         52         20        492 
         2         21         53         20        455 
         2         21         54         19        377 
         2         21         55         20        368 
         2         21         56         20        558 
         2         21         57         20        763 
         2         21         58         20        750 
         2         21         59         20        918 
         2         22          0         20        797 
         2         22          1         20        878 
         2         22          2         20        814 
         2         22          3         20        353 
         2         22          4         20        198 
         2         22          5         20        241 
         2         22          6         20        516 
         2         22          7         20        495 
         2         22          8         20        497 
         2         22          9         20        514 
         2         22         10         20        268 
         2         22         11         20        206 
         2         22         12         20        421 
         2         22         13         20        440 
         2         22         14         20        550 
         2         22         15         20        431 
         2         22         16         20        303 
         2         22         17         20        186 
         2         22         18         20        156 
         2         22         19         20        153 
         2         22         20         20        165 
         2         22         21         20        231 
         2         22         22         20        167 
         2         22         23         20        164 
         2         22         24         20        234 
         2         22         25         20        272 
         2         22         26         20        282 
         2         22         27         20        467 
         2         22         28         20        481 
         2         22         29         20        520 
         2         22         30         20        439 
         2         22         31         20        326 
         2         22         32         20        518 
         2         22         33         20        636 
         2         22         34         20        635 
         2         22         35         20        489 
         2         22         36         20        414 
         2         22         37         20        264 
         2         22         38         20        164 
         2         22         39         20        144 
         2         22         40         20        137 
         2         22         41         20        480 
         2         22         42         20        842 
         2         22         43         20       1072 
         2         22         44         20        926 
         2         22         45         20        778 
         2         22         46         20        767 
         2         22         47         20        530 
         2         22         48         20        736 
         2         22         49         20        551 
         2         22         50         20        334 
         2         22         51         20        355 
         2         22         52         20        418 
         2         22         53         20        487 
         2         22         54         20        525 
         2         22         55         20        449 
         2         22         56         20        371 
         2         22         57         20        252 
         2         22         58         20        313 
         2         22         59         20        322 
         2         23          0         20        268 
         2         23          1         20        277 
         2         23          2         20        256 
         2         23          3         20        371 
         2         23          4         20        323 
         2         23          5         20        252 
         2         23          6         20        243 
         2         23          7         20        227 
         2         23          8         20        526 
         2         23          9         20        836 
         2         23         10         20        950 
         2         23         11         20        856 
         2         23         12         20        449 
         2         23         13         20        737 
         2         23         14         20        896 
         2         23         15         20        847 
         2         23         16         20        650 
         2         23         17         20        522 
         2         23         18         20        491 
         2         23         19         20        219 
         2         23         20         20        217 
         2         23         21         20        500 
         2         23         22         20        637 
         2         23         23         20        502 
         2         23         24         20        392 
         2         23         25         20        352 
         2         23         26         20        269 
         2         23         27         20        218 
         2         23         28         20        321 
         2         23         29         20        383 
         2         23         30         20        424 
         2         23         31         20        320 
         2         23         32         20        379 
         2         23         33         20        581 
         2         23         34         20        339 
         2         23         35         20        474 
         2         23         36         20        507 
         2         23         37         20        373 
         2         23         38         20        284 
         2         23         39         20        296 
         2         23         40         20        562 
         2         23         41         20        765 
         2         23         42         20        633 
         2         23         43         20        557 
         2         23         44         20        705 
         2         23         45         20        445 
         2         23         46         20        586 
         2         23         47         20        604 
         2         23         48         20        730 
         2         23         49         20        625 
         2         23         50         20        668 
         2         23         51         20        437 
         2         23         52         20        434 
         2         23         53         20        459 
         2         23         54         20        529 
         2         23         55         20        450 
         2         23         56         20        433 
         2         23         57         20        572 
         2         23         58         20        510 
         2         23         59         20        386 
         3          0          0         20        323 
         3          0          1         20        496 
         3          0          2         20        460 
         3          0          3         20        338 
         3          0          4         20        280 
         3          0          5         20        579 
         3          0          6         20        623 
         3          0          7         20        660 
         3          0          8         20        711 
         3          0          9         20        441 
         3          0         10         20        699 
         3          0         11         20        493 
         3          0         12         20        417 
         3          0         13         20        457 
         3          0         14         20        629 
         3          0         15         20        383 
         3          0         16         20        215 
         3          0         17         20        191 
         3          0         18         20        219 
         3          0         19         20        173 
         3          0         20         20        160 
         3          0         21         20        395 
         3          0         22         20        736 
         3          0         23         20        776 
         3          0         24         20        706 
         3          0         25         20        692 
         3          0         26         20        414 
         3          0         27         20        359 
         3          0         28         20        529 
         3          0         29         20        644 
         3          0         30         20        749 
         3          0         31         20        347 
         3          0         32         20        327 
         3          0         33         20        230 
         3          0         34         20        245 
         3          0         35         20        310 
         3          0         36         20        265 
         3          0         37         20        527 
         3          0         38         20        444 
         3          0         39         20        309 
         3          0         40         20        560 
         3          0         41         20        623 
         3          0         42         20        898 
         3          0         43         20        542 
         3          0         44         20        655 
         3          0         45         20        363 
         3          0         46         20        302 
         3          0         47         20        298 
         3          0         48         20        443 
         3          0         49         20        426 
         3          0         50         20        471 
         3          0         51         20        471 
         3          0         52         20        341 
         3          0         53         20        891 
         3          0         54         20        772 
         3          0         55         20        616 
         3          0         56         20        569 
         3          0         57         20        560 
         3          0         58         20        545 
         3          0         59         20        489 
         3          1          0         20        675 
         3          1          1         20        607 
         3          1          2         20        499 
         3          1          3         20        402 
         3          1          4         20        383 
         3          1          5         20        399 
         3          1          6         20        414 
         3          1          7         20        416 
         3          1          8         20        270 
         3          1          9         20        220 
         3          1         10         20        221 
         3          1         11         20        464 
         3          1         12         19        455 
         3          1         13         20        526 
         3          1         14         20        570 
         3          1         15         20        581 
         3          1         16         20        631 
         3          1         17         20        846 
         3          1         18         19        621 
         3          1         19         20        337 
         3          1         20         20        200 
         3          1         21         20        174 
         3          1         22         20        166 
         3          1         23         20        219 
         3          1         24         20        227 
         3          1         25         20        266 
         3          1         26         20       2957 
         3          1         27         20        737 
         3          1         28         20        265 
         3          1         29         20        240 
         3          1         30         20        321 
         3          1         31         20        322 
         3          1         32         20        319 
         3          1         33         20        453 
         3          1         34         20        508 
         3          1         35         20        343 
         3          1         36         20        200 
         3          1         37         20        206 
         3          1         38         20        193 
         3          1         39         20        204 
         3          1         40         20        215 
         3          1         41         20        233 
         3          1         42         20        276 
         3          1         43         20        334 
         3          1         44         20        657 
         3          1         45         20        968 
         3          1         46         20        878 
         3          1         47         20        833 
         3          1         48         20        534 
         3          1         49         20        681 
         3          1         50         20        602 
         3          1         51         20        299 
         3          1         52         20        180 
         3          1         53         20        156 
         3          1         54         20        156 
         3          1         55         20        157 
         3          1         56         20        180 
         3          1         57         20        304 
         3          1         58         20        215 
         3          1         59         20        255 
         3          2          0         20        333 
         3          2          1         20        295 
         3          2          2         20        322 
         3          2          3         20        295 
         3          2          4         20        432 
         3          2          5         20        419 
         3          2          6         20        558 
         3          2          7         20        573 
         3          2          8         20        522 
         3          2          9         20        521 
         3          2         10         20        662 
         3          2         11         20        472 
         3          2         12         20        416 
         3          2         13         20        474 
         3          2         14         20        438 
         3          2         15         20        399 
         3          2         16         20        420 
         3          2         17         20        474 
         3          2         18         20        456 
         3          2         19         20        229 
         3          2         20         20        165 
         3          2         21         20        186 
         3          2         22         20        453 
         3          2         23         20        279 
         3          2         24         20        317 
         3          2         25         20        325 
         3          2         26         20        370 
         3          2         27         20        297 
         3          2         28         20        227 
         3          2         29         20        171 
         3          2         30         20        211 
         3          2         31         20        281 
         3          2         32         20        229 
         3          2         33         20        268 
         3          2         34         20        404 
         3          2         35         20        292 
         3          2         36         20        195 
         3          2         37         20        540 
         3          2         38         20        782 
         3          2         39         20        725 
         3          2         40         20        730 
         3          2         41         20        561 
         3          2         42         20        232 
         3          2         43         20        180 
         3          2         44         20        166 
         3          2         45         20        167 
         3          2         46         20        161 
         3          2         47         20        158 
         3          2         48         20        170 
         3          2         49         20        155 
         3          2         50         20        166 
         3          2         51         20        261 
         3          2         52         20        344 
         3          2         53         20        407 
         3          2         54         20        356 
         3          2         55         20        200 
         3          2         56         20        240 
         3          2         57         20        441 
         3          2         58         20        692 
         3          2         59         19        671 
         3          3          0         20        608 
         3          3          1         20        731 
         3          3          2         20        345 
         3          3          3         20        187 
         3          3          4         20        170 
         3          3          5         20        167 
         3          3          6         20        263 
         3          3          7         20        350 
         3          3          8         20        453 
         3          3          9         20        258 
         3          3         10         20        178 
         3          3         11         20        162 
         3          3         12         20        160 
         3          3         13         20        158 
         3          3         14         20        272 
         3          3         15         20        439 
         3          3         16         20        545 
         3          3         17         20        521 
         3          3         18         20        267 
         3          3         19         20        168 
         3          3         20         20        152 
         3          3         21         20        152 
         3          3         22         20        150 
         3          3         23         20        147 
         3          3         24         20        146 
         3          3         25         20        152 
         3          3         26         20        217 
         3          3         27         20        218 
         3          3         28         20        355 
         3          3         29         20        364 
         3          3         30         20        562 
         3          3         31         20        620 
         3          3         32         20        555 
         3          3         33         20        474 
         3          3         34         20        619 
         3          3         35         20        893 
         3          3         36         20        950 
         3          3         37         20        588 
         3          3         38         20        484 
         3          3         39         20        324 
         3          3         40         20        220 
         3          3         41         20        471 
         3          3         42         20        418 
         3          3         43         20        327 
         3          3         44         20        294 
         3          3         45         20        268 
         3          3         46         20        212 
         3          3         47         20        169 
         3          3         48         20        155 
         3          3         49         20        149 
         3          3         50         20        147 
         3          3         51         20        148 
         3          3         52         20        152 
         3          3         53         20        164 
         3          3         54         20        149 
         3          3         55         20        162 
         3          3         56         20        380 
         3          3         57         20        485 
         3          3         58         20        551 
         3          3         59         20        522 
         3          4          0         20        571 
         3          4          1         20        318 
         3          4          2         20        179 
         3          4          3         20        157 
         3          4          4         20        152 
         3          4          5         20        152 
         3          4          6         20        154 
         3          4          7         20        152 
         3          4          8         20        156 
         3          4          9         20        154 
         3          4         10         20        152 
         3          4         11         20        212 
         3          4         12         20        295 
         3          4         13         20        319 
         3          4         14         20        316 
         3          4         15         20        232 
         3          4         16         20        169 
         3          4         17         20        143 
         3          4         18         20        138 
         3          4         19         20        139 
         3          4         20         20        142 
         3          4         21         20        138 
         3          4         22         20        139 
         3          4         23         20        138 
         3          4         24         20        142 
         3          4         25         20        144 
         3          4         26         20        138 
         3          4         27         20        136 
         3          4         28         20        141 
         3          4         29         20        138 
         3          4         30         20        145 
         3          4         31         20        142 
         3          4         32         20        144 
         3          4         33         20        143 
         3          4         34         20        139 
         3          4         35         20        141 
         3          4         36         20        140 
         3          4         37         20        145 
         3          4         38         20        204 
         3          4         39         20        216 
         3          4         40         20        322 
         3          4         41         20        312 
         3          4         42         20        193 
         3          4         43         20        157 
         3          4         44         20        143 
         3          4         45         20        142 
         3          4         46         20        140 
         3          4         47         20        139 
         3          4         48         20        140 
         3          4         49         20        142 
         3          4         50         20        142 
         3          4         51         20        140 
         3          4         52         20        181 
         3          4         53         20        358 
         3          4         54         20        524 
         3          4         55         20        659 
         3          4         56         20        639 
         3          4         57         20        743 
         3          4         58         20        636 
         3          4         59         20        584 
         3          5          0         20        291 
         3          5          1         20        174 
         3          5          2         20        155 
         3          5          3         20        150 
         3          5          4         20        148 
         3          5          5         20        150 
         3          5          6         20        146 
         3          5          7         20        151 
         3          5          8         20        151 
         3          5          9         20        150 
         3          5         10         20        154 
         3          5         11         20        159 
         3          5         12         20        206 
         3          5         13         20        371 
         3          5         14         20        546 
         3          5         15         20        346 
         3          5         16         20        272 
         3          5         17         20        539 
         3          5         18         20        501 
         3          5         19         20        549 
         3          5         20         20        433 
         3          5         21         20        451 
         3          5         22         20        569 
         3          5         23         20        547 
         3          5         24         20        569 
         3          5         25         20        574 
         3          5         26         20        493 
         3          5         27         20        221 
         3          5         28         20        151 
         3          5         29         20        147 
         3          5         30         20        144 
         3          5         31         20        142 
         3          5         32         20        140 
         3          5         33         20        142 
         3          5         34         20        138 
         3          5         35         20        138 
         3          5         36         20        141 
         3          5         37         20        140 
         3          5         38         20        154 
         3          5         39         20        583 
         3          5         40         20        760 
         3          5         41         20        681 
         3          5         42         20        656 
         3          5         43         20        450 
         3          5         44         20        194 
         3          5         45         20        155 
         3          5         46         20        149 
         3          5         47         20        143 
         3          5         48         20        511 
         3          5         49         20        689 
         3          5         50         20        966 
         3          5         51         20        974 
         3          5         52         20        728 
         3          5         53         20        632 
         3          5         54         20        251 
         3          5         55         20        195 
         3          5         56         20        583 
         3          5         57         20        654 
         3          5         58         20        742 
         3          5         59         20        802 
         3          6          0         20        569 
         3          6          1         20        244 
         3          6          2         20        159 
         3          6          3         20        144 
         3          6          4         20        142 
         3          6          5         20        137 
         3          6          6         20        136 
         3          6          7         20        143 
         3          6          8         20        147 
         3          6          9         20        143 
         3          6         10         20        137 
         3          6         11         20        161 
         3          6         12         20        362 
         3          6         13         20        643 
         3          6         14         20        572 
         3          6         15         20        827 
         3          6         16         20        600 
         3          6         17         20        306 
         3          6         18         20        347 
         3          6         19         20        558 
         3          6         20         20        462 
         3          6         21         20        501 
         3          6         22         20        484 
         3          6         23         20        411 
         3          6         24         20        231 
         3          6         25         20        322 
         3          6         26         20        381 
         3          6         27         20        473 
         3          6         28         20        352 
         3          6         29         20        303 
         3          6         30         20        305 
         3          6         31         20        340 
         3          6         32         20        362 
         3          6         33         20        366 
         3          6         34         20        263 
         3          6         35         20        290 
         3          6         36         20        364 
         3          6         37         20        264 
         3          6         38         20        201 
         3          6         39         20        213 
         3          6         40         20        234 
         3          6         41         20        473 
         3          6         42         20        262 
         3          6         43         20        263 
         3          6         44         20        232 
         3          6         45         20        258 
         3          6         46         20        818 
         3          6         47         20        945 
         3          6         48         20        893 
         3          6         49         20        367 
         3          6         50         20        200 
         3          6         51         20        350 
         3          6         52         20        435 
         3          6         53         20        322 
         3          6         54         20        261 
         3          6         55         20        248 
         3          6         56         20        228 
         3          6         57         20        206 
         3          6         58         20        167 
         3          6         59         20        141 
         3          7          0         20        136 
         3          7          1         20        328 
         3          7          2         20        263 
         3          7          3         20        180 
         3          7          4         19        160 
         3          7          5         20        206 
         3          7          6         20        302 
         3          7          7         20        275 
         3          7          8         20        248 
         3          7          9         20        166 
         3          7         10         20        140 
         3          7         11         20        140 
         3          7         12         20        140 
         3          7         13         20        219 
         3          7         14         20        409 
         3          7         15         20        449 
         3          7         16         20        576 
         3          7         17         20        545 
         3          7         18         20        258 
         3          7         19         20        176 
         3          7         20         20        140 
         3          7         21         20        142 
         3          7         22         20        146 
         3          7         23         20        156 
         3          7         24         20        269 
         3          7         25         20        402 
         3          7         26         19        469 
         3          7         27         20        436 
         3          7         28         20        465 
         3          7         29         20        799 
         3          7         30         20        843 
         3          7         31         20        835 
         3          7         32         20        538 
         3          7         33         20        428 
         3          7         34         20        554 
         3          7         35         20        667 
         3          7         36         20        738 
         3          7         37         20        775 
         3          7         38         20        743 
         3          7         39         20        789 
         3          7         40         20        397 
         3          7         41         20        199 
         3          7         42         20        157 
         3          7         43         20        150 
         3          7         44         19        142 
         3          7         45         20        147 
         3          7         46         20        148 
         3          7         47         20        182 
         3          7         48         20        200 
         3          7         49         20        156 
         3          7         50         20        149 
         3          7         51         20        147 
         3          7         52         20        204 
         3          7         53         20        262 
         3          7         54         20        242 
         3          7         55         20        325 
         3          7         56         20        982 
         3          7         57         20       1095 
         3          7         58         20        747 
         3          7         59         20        776 
         3          8          0         20        643 
         3          8          1         20        443 
         3          8          2         20        272 
         3          8          3         20        173 
         3          8          4         20        149 
         3          8          5         20        414 
         3          8          6         20        462 
         3          8          7         20        631 
         3          8          8         20        856 
         3          8          9         20        782 
         3          8         10         20        383 
         3          8         11         20        345 
         3          8         12         20        216 
         3          8         13         20        160 
         3          8         14         20        325 
         3          8         15         20        801 
         3          8         16         20       1203 
         3          8         17         20        717 
         3          8         18         20        816 
         3          8         19         20        660 
         3          8         20         20        370 
         3          8         21         20        188 
         3          8         22         20        153 
         3          8         23         20        153 
         3          8         24         20        153 
         3          8         25         20        155 
         3          8         26         20        218 
         3          8         27         20        245 
         3          8         28         20        172 
         3          8         29         20        160 
         3          8         30         20        156 
         3          8         31         20        150 
         3          8         32         20        145 
         3          8         33         20        141 
         3          8         34         20        137 
         3          8         35         20        179 
         3          8         36         20        865 
         3          8         37         20       1078 
         3          8         38         20       1052 
         3          8         39         20       1025 
         3          8         40         20       1259 
         3          8         41         20        868 
         3          8         42         20        318 
         3          8         43         20        245 
         3          8         44         20        510 
         3          8         45         20        524 
         3          8         46         20        450 
         3          8         47         20        386 
         3          8         48         20        322 
         3          8         49         20        237 
         3          8         50         20        388 
         3          8         51         20        457 
         3          8         52         20        531 
         3          8         53         20        555 
         3          8         54         20        697 
         3          8         55         20        547 
         3          8         56         20        338 
         3          8         57         20        458 
         3          8         58         20        545 
         3          8         59         20        454 
         3          9          0         20        302 
         3          9          1         20        250 
         3          9          2         20        314 
         3          9          3         20        351 
         3          9          4         20        217 
         3          9          5         20        170 
         3          9          6         20        520 
         3          9          7         20        528 
         3          9          8         20        453 
         3          9          9         20        418 
         3          9         10         20        561 
         3          9         11         20        439 
         3          9         12         20        309 
         3          9         13         20        934 
         3          9         14         20        900 
         3          9         15         20        852 
         3          9         16         20        869 
         3          9         17         20        613 
         3          9         18         20        251 
         3          9         19         20        165 
         3          9         20         20        195 
         3          9         21         20        652 
         3          9         22         20        838 
         3          9         23         20        679 
         3          9         24         20       1123 
         3          9         25         20        975 
         3          9         26         20        717 
         3          9         27         20        300 
         3          9         28         20        900 
         3          9         29         20       1234 
         3          9         30         20       1077 
         3          9         31         20       1228 
         3          9         32         20       1072 
         3          9         33         20        934 
         3          9         34         20        343 
         3          9         35         20        284 
         3          9         36         20        268 
         3          9         37         20        228 
         3          9         38         20        243 
         3          9         39         20        259 
         3          9         40         20        229 
         3          9         41         20        249 
         3          9         42         20        246 
         3          9         43         20        255 
         3          9         44         20        293 
         3          9         45         20        420 
         3          9         46         20        486 
         3          9         47         20        605 
         3          9         48         20        465 
         3          9         49         20        743 
         3          9         50         20        744 
         3          9         51         20        797 
         3          9         52         20        751 
         3          9         53         20        677 
         3          9         54         20        830 
         3          9         55         20        693 
         3          9         56         20        539 
         3          9         57         20        521 
         3          9         58         20        566 
         3          9         59         20        623 
         3         10          0         20        703 
         3         10          1         20        598 
         3         10          2         20        540 
         3         10          3         20        672 
